age,postal_code,gender,size,cust_id,embed_text
40-50,Chennai,Female,L,1588,"Customer ID: 1588, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: L"
40-50,Bengaluru,Female,M,1592,"Customer ID: 1592, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: M"
35-40,Hyderabad,Female,M,1593,"Customer ID: 1593, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: M"
50-60,Delhi,Female,S,1594,"Customer ID: 1594, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: S"
20-25,Chennai,Female,S,1596,"Customer ID: 1596, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: S"
50-60,Guwahati,Female,S,1597,"Customer ID: 1597, Gender: Female, postal_code: Guwahati, Age Range: 50-60, Size: S"
35-40,Patna,Male,M,1600,"Customer ID: 1600, Gender: Male, postal_code: Patna, Age Range: 35-40, Size: M"
25-30,Delhi,Female,XL,1601,"Customer ID: 1601, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: XL"
20-25,Bhopal,Female,XS,1604,"Customer ID: 1604, Gender: Female, postal_code: Bhopal, Age Range: 20-25, Size: XS"
35-40,Chennai,Male,XL,1608,"Customer ID: 1608, Gender: Male, postal_code: Chennai, Age Range: 35-40, Size: XL"
50-60,Mumbai,Female,L,1610,"Customer ID: 1610, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: L"
20-25,Mumbai,Female,M,1611,"Customer ID: 1611, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: M"
70-80,Indore,Male,S,1613,"Customer ID: 1613, Gender: Male, postal_code: Indore, Age Range: 70-80, Size: S"
35-40,Bengaluru,Male,M,1616,"Customer ID: 1616, Gender: Male, postal_code: Bengaluru, Age Range: 35-40, Size: M"
25-30,Mumbai,Female,M,1617,"Customer ID: 1617, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: M"
60-70,Bengaluru,Female,S,1618,"Customer ID: 1618, Gender: Female, postal_code: Bengaluru, Age Range: 60-70, Size: S"
25-30,Hyderabad,Male,M,1619,"Customer ID: 1619, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: M"
35-40,Hyderabad,Male,S,1620,"Customer ID: 1620, Gender: Male, postal_code: Hyderabad, Age Range: 35-40, Size: S"
35-40,Hyderabad,Female,M,1621,"Customer ID: 1621, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: M"
25-30,Bhopal,Female,L,1622,"Customer ID: 1622, Gender: Female, postal_code: Bhopal, Age Range: 25-30, Size: L"
20-25,Delhi,Male,S,1624,"Customer ID: 1624, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: S"
20-25,Surat,Male,XS,1625,"Customer ID: 1625, Gender: Male, postal_code: Surat, Age Range: 20-25, Size: XS"
30-35,Vadodara,Female,L,1626,"Customer ID: 1626, Gender: Female, postal_code: Vadodara, Age Range: 30-35, Size: L"
35-40,Bengaluru,Female,XS,1628,"Customer ID: 1628, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: XS"
20-25,Mumbai,Female,S,1629,"Customer ID: 1629, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: S"
20-25,Nagpur,Female,M,1630,"Customer ID: 1630, Gender: Female, postal_code: Nagpur, Age Range: 20-25, Size: M"
50-60,Mumbai,Female,S,1631,"Customer ID: 1631, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: S"
40-50,Hyderabad,Male,XL,1633,"Customer ID: 1633, Gender: Male, postal_code: Hyderabad, Age Range: 40-50, Size: XL"
25-30,Chandigarh,Female,XS,1634,"Customer ID: 1634, Gender: Female, postal_code: Chandigarh, Age Range: 25-30, Size: XS"
20-25,Nagpur,Male,L,1638,"Customer ID: 1638, Gender: Male, postal_code: Nagpur, Age Range: 20-25, Size: L"
50-60,Visakhapatnam,Female,S,1639,"Customer ID: 1639, Gender: Female, postal_code: Visakhapatnam, Age Range: 50-60, Size: S"
30-35,Kolkata,Female,XL,1640,"Customer ID: 1640, Gender: Female, postal_code: Kolkata, Age Range: 30-35, Size: XL"
20-25,Delhi,Female,L,1642,"Customer ID: 1642, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: L"
25-30,Bengaluru,Female,M,1643,"Customer ID: 1643, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: M"
25-30,Chennai,Female,S,1645,"Customer ID: 1645, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: S"
20-25,Mumbai,Male,M,1646,"Customer ID: 1646, Gender: Male, postal_code: Mumbai, Age Range: 20-25, Size: M"
30-35,Chennai,Male,XL,1647,"Customer ID: 1647, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: XL"
25-30,Bhopal,Female,XL,1648,"Customer ID: 1648, Gender: Female, postal_code: Bhopal, Age Range: 25-30, Size: XL"
50-60,Bengaluru,Male,L,1651,"Customer ID: 1651, Gender: Male, postal_code: Bengaluru, Age Range: 50-60, Size: L"
25-30,Kolkata,Male,M,1653,"Customer ID: 1653, Gender: Male, postal_code: Kolkata, Age Range: 25-30, Size: M"
50-60,Bengaluru,Female,M,1655,"Customer ID: 1655, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: M"
25-30,Mumbai,Female,L,1657,"Customer ID: 1657, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: L"
25-30,Vadodara,Female,XS,1661,"Customer ID: 1661, Gender: Female, postal_code: Vadodara, Age Range: 25-30, Size: XS"
35-40,Delhi,Male,M,1662,"Customer ID: 1662, Gender: Male, postal_code: Delhi, Age Range: 35-40, Size: M"
25-30,Chennai,Female,XL,1665,"Customer ID: 1665, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: XL"
20-25,Hyderabad,Female,XS,1667,"Customer ID: 1667, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: XS"
50-60,Mumbai,Female,XL,1668,"Customer ID: 1668, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XL"
25-30,Chennai,Male,L,1671,"Customer ID: 1671, Gender: Male, postal_code: Chennai, Age Range: 25-30, Size: L"
35-40,Mumbai,Female,M,1673,"Customer ID: 1673, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: M"
40-50,Delhi,Female,M,1674,"Customer ID: 1674, Gender: Female, postal_code: Delhi, Age Range: 40-50, Size: M"
25-30,Hyderabad,Male,M,1677,"Customer ID: 1677, Gender: Male, postal_code: Hyderabad, Age Range: 25-30, Size: M"
25-30,Mumbai,Female,XS,1679,"Customer ID: 1679, Gender: Female, postal_code: Mumbai, Age Range: 25-30, Size: XS"
25-30,Chennai,Female,M,1680,"Customer ID: 1680, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: M"
50-60,Indore,Female,XL,1681,"Customer ID: 1681, Gender: Female, postal_code: Indore, Age Range: 50-60, Size: XL"
30-35,Chennai,Female,S,1682,"Customer ID: 1682, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: S"
40-50,Mumbai,Female,M,1686,"Customer ID: 1686, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: M"
40-50,Patna,Female,XL,1687,"Customer ID: 1687, Gender: Female, postal_code: Patna, Age Range: 40-50, Size: XL"
40-50,Delhi,Male,XL,1689,"Customer ID: 1689, Gender: Male, postal_code: Delhi, Age Range: 40-50, Size: XL"
50-60,Delhi,Female,L,1691,"Customer ID: 1691, Gender: Female, postal_code: Delhi, Age Range: 50-60, Size: L"
40-50,Ahmedabad,Female,L,1692,"Customer ID: 1692, Gender: Female, postal_code: Ahmedabad, Age Range: 40-50, Size: L"
35-40,Mumbai,Female,XS,1694,"Customer ID: 1694, Gender: Female, postal_code: Mumbai, Age Range: 35-40, Size: XS"
30-35,Hyderabad,Female,L,1695,"Customer ID: 1695, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: L"
20-25,Hyderabad,Female,M,1696,"Customer ID: 1696, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: M"
40-50,Hyderabad,Female,XL,1697,"Customer ID: 1697, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: XL"
30-35,Delhi,Female,XL,1699,"Customer ID: 1699, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XL"
30-35,Hyderabad,Female,S,1700,"Customer ID: 1700, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: S"
25-30,Bengaluru,Female,L,1701,"Customer ID: 1701, Gender: Female, postal_code: Bengaluru, Age Range: 25-30, Size: L"
20-25,Chandigarh,Female,S,1703,"Customer ID: 1703, Gender: Female, postal_code: Chandigarh, Age Range: 20-25, Size: S"
25-30,Chennai,Female,M,1704,"Customer ID: 1704, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: M"
50-60,Bengaluru,Female,XS,1705,"Customer ID: 1705, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: XS"
40-50,Bengaluru,Female,XL,1706,"Customer ID: 1706, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: XL"
25-30,Chennai,Female,M,1707,"Customer ID: 1707, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: M"
40-50,Pune,Female,XL,1708,"Customer ID: 1708, Gender: Female, postal_code: Pune, Age Range: 40-50, Size: XL"
30-35,Bengaluru,Male,XS,1709,"Customer ID: 1709, Gender: Male, postal_code: Bengaluru, Age Range: 30-35, Size: XS"
35-40,Vadodara,Male,XL,1710,"Customer ID: 1710, Gender: Male, postal_code: Vadodara, Age Range: 35-40, Size: XL"
20-25,Mumbai,Female,S,1712,"Customer ID: 1712, Gender: Female, postal_code: Mumbai, Age Range: 20-25, Size: S"
30-35,Hyderabad,Female,S,1713,"Customer ID: 1713, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: S"
25-30,Chennai,Female,M,1714,"Customer ID: 1714, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: M"
60-70,Delhi,Male,L,1715,"Customer ID: 1715, Gender: Male, postal_code: Delhi, Age Range: 60-70, Size: L"
35-40,Bengaluru,Female,M,1717,"Customer ID: 1717, Gender: Female, postal_code: Bengaluru, Age Range: 35-40, Size: M"
20-25,Nagpur,Female,S,1719,"Customer ID: 1719, Gender: Female, postal_code: Nagpur, Age Range: 20-25, Size: S"
60-70,Chennai,Male,L,1720,"Customer ID: 1720, Gender: Male, postal_code: Chennai, Age Range: 60-70, Size: L"
30-35,Hyderabad,Male,S,1721,"Customer ID: 1721, Gender: Male, postal_code: Hyderabad, Age Range: 30-35, Size: S"
30-35,Delhi,Female,XL,1723,"Customer ID: 1723, Gender: Female, postal_code: Delhi, Age Range: 30-35, Size: XL"
30-35,Bengaluru,Female,XS,1725,"Customer ID: 1725, Gender: Female, postal_code: Bengaluru, Age Range: 30-35, Size: XS"
30-35,Chennai,Male,L,1726,"Customer ID: 1726, Gender: Male, postal_code: Chennai, Age Range: 30-35, Size: L"
25-30,Chennai,Female,S,1729,"Customer ID: 1729, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: S"
40-50,Guwahati,Female,XS,1730,"Customer ID: 1730, Gender: Female, postal_code: Guwahati, Age Range: 40-50, Size: XS"
25-30,Mumbai,Male,XL,1731,"Customer ID: 1731, Gender: Male, postal_code: Mumbai, Age Range: 25-30, Size: XL"
30-35,Guwahati,Female,M,1734,"Customer ID: 1734, Gender: Female, postal_code: Guwahati, Age Range: 30-35, Size: M"
30-35,Jaipur,Female,XS,1735,"Customer ID: 1735, Gender: Female, postal_code: Jaipur, Age Range: 30-35, Size: XS"
30-35,Patna,Female,S,1737,"Customer ID: 1737, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: S"
20-25,Chennai,Male,M,1738,"Customer ID: 1738, Gender: Male, postal_code: Chennai, Age Range: 20-25, Size: M"
40-50,Bengaluru,Female,M,1739,"Customer ID: 1739, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: M"
35-40,Indore,Male,S,1740,"Customer ID: 1740, Gender: Male, postal_code: Indore, Age Range: 35-40, Size: S"
35-40,Bengaluru,Male,XL,1741,"Customer ID: 1741, Gender: Male, postal_code: Bengaluru, Age Range: 35-40, Size: XL"
20-25,Chennai,Female,XL,1744,"Customer ID: 1744, Gender: Female, postal_code: Chennai, Age Range: 20-25, Size: XL"
50-60,Mumbai,Female,XS,1748,"Customer ID: 1748, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XS"
50-60,Chennai,Female,L,1751,"Customer ID: 1751, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: L"
20-25,Hyderabad,Female,L,1754,"Customer ID: 1754, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: L"
25-30,Ahmedabad,Female,XS,1755,"Customer ID: 1755, Gender: Female, postal_code: Ahmedabad, Age Range: 25-30, Size: XS"
30-35,Chennai,Female,XL,1756,"Customer ID: 1756, Gender: Female, postal_code: Chennai, Age Range: 30-35, Size: XL"
20-25,Hyderabad,Male,L,1758,"Customer ID: 1758, Gender: Male, postal_code: Hyderabad, Age Range: 20-25, Size: L"
30-35,Coimbatore,Female,XS,1759,"Customer ID: 1759, Gender: Female, postal_code: Coimbatore, Age Range: 30-35, Size: XS"
50-60,Mumbai,Male,M,1760,"Customer ID: 1760, Gender: Male, postal_code: Mumbai, Age Range: 50-60, Size: M"
20-25,Delhi,Female,S,1763,"Customer ID: 1763, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: S"
20-25,Bengaluru,Female,L,1765,"Customer ID: 1765, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: L"
40-50,Hyderabad,Female,XS,1768,"Customer ID: 1768, Gender: Female, postal_code: Hyderabad, Age Range: 40-50, Size: XS"
40-50,Delhi,Female,XL,1769,"Customer ID: 1769, Gender: Female, postal_code: Delhi, Age Range: 40-50, Size: XL"
40-50,Mumbai,Female,XL,1771,"Customer ID: 1771, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: XL"
40-50,Mumbai,Female,XL,1772,"Customer ID: 1772, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: XL"
35-40,Hyderabad,Female,S,1773,"Customer ID: 1773, Gender: Female, postal_code: Hyderabad, Age Range: 35-40, Size: S"
25-30,Delhi,Male,L,1775,"Customer ID: 1775, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: L"
30-35,Pune,Female,M,1776,"Customer ID: 1776, Gender: Female, postal_code: Pune, Age Range: 30-35, Size: M"
,Bhopal,Female,M,1777,"Customer ID: 1777, Gender: Female, postal_code: Bhopal, Age Range: nan, Size: M"
20-25,Surat,Female,S,1778,"Customer ID: 1778, Gender: Female, postal_code: Surat, Age Range: 20-25, Size: S"
40-50,Kolkata,Female,S,1779,"Customer ID: 1779, Gender: Female, postal_code: Kolkata, Age Range: 40-50, Size: S"
20-25,Mumbai,Male,XS,1782,"Customer ID: 1782, Gender: Male, postal_code: Mumbai, Age Range: 20-25, Size: XS"
25-30,Kolkata,Female,S,1783,"Customer ID: 1783, Gender: Female, postal_code: Kolkata, Age Range: 25-30, Size: S"
25-30,Chennai,Female,XS,1784,"Customer ID: 1784, Gender: Female, postal_code: Chennai, Age Range: 25-30, Size: XS"
50-60,Visakhapatnam,Male,L,1785,"Customer ID: 1785, Gender: Male, postal_code: Visakhapatnam, Age Range: 50-60, Size: L"
20-25,Bengaluru,Female,XS,1786,"Customer ID: 1786, Gender: Female, postal_code: Bengaluru, Age Range: 20-25, Size: XS"
60-70,Surat,Male,M,1788,"Customer ID: 1788, Gender: Male, postal_code: Surat, Age Range: 60-70, Size: M"
60-70,Chennai,Female,XS,1789,"Customer ID: 1789, Gender: Female, postal_code: Chennai, Age Range: 60-70, Size: XS"
40-50,Chennai,Female,L,1791,"Customer ID: 1791, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: L"
50-60,Coimbatore,Female,XS,1792,"Customer ID: 1792, Gender: Female, postal_code: Coimbatore, Age Range: 50-60, Size: XS"
50-60,Kolkata,Female,L,1793,"Customer ID: 1793, Gender: Female, postal_code: Kolkata, Age Range: 50-60, Size: L"
35-40,Ahmedabad,Female,L,1794,"Customer ID: 1794, Gender: Female, postal_code: Ahmedabad, Age Range: 35-40, Size: L"
25-30,Pune,Male,L,1796,"Customer ID: 1796, Gender: Male, postal_code: Pune, Age Range: 25-30, Size: L"
60-70,Jaipur,Female,S,1801,"Customer ID: 1801, Gender: Female, postal_code: Jaipur, Age Range: 60-70, Size: S"
25-30,Bhopal,Female,L,1802,"Customer ID: 1802, Gender: Female, postal_code: Bhopal, Age Range: 25-30, Size: L"
50-60,Chennai,Female,XS,1804,"Customer ID: 1804, Gender: Female, postal_code: Chennai, Age Range: 50-60, Size: XS"
40-50,Chennai,Female,XL,1806,"Customer ID: 1806, Gender: Female, postal_code: Chennai, Age Range: 40-50, Size: XL"
50-60,Mumbai,Male,L,1809,"Customer ID: 1809, Gender: Male, postal_code: Mumbai, Age Range: 50-60, Size: L"
50-60,Mumbai,Female,XL,1814,"Customer ID: 1814, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XL"
50-60,Surat,Male,XS,1815,"Customer ID: 1815, Gender: Male, postal_code: Surat, Age Range: 50-60, Size: XS"
25-30,Bengaluru,Male,XL,1817,"Customer ID: 1817, Gender: Male, postal_code: Bengaluru, Age Range: 25-30, Size: XL"
30-35,Jaipur,Female,L,1820,"Customer ID: 1820, Gender: Female, postal_code: Jaipur, Age Range: 30-35, Size: L"
25-30,Bengaluru,Male,XL,1822,"Customer ID: 1822, Gender: Male, postal_code: Bengaluru, Age Range: 25-30, Size: XL"
20-25,Guwahati,Male,XS,1823,"Customer ID: 1823, Gender: Male, postal_code: Guwahati, Age Range: 20-25, Size: XS"
30-35,Lucknow,Male,M,1824,"Customer ID: 1824, Gender: Male, postal_code: Lucknow, Age Range: 30-35, Size: M"
25-30,Delhi,Male,M,1825,"Customer ID: 1825, Gender: Male, postal_code: Delhi, Age Range: 25-30, Size: M"
50-60,Pune,Female,S,1826,"Customer ID: 1826, Gender: Female, postal_code: Pune, Age Range: 50-60, Size: S"
35-40,Chennai,Male,L,1827,"Customer ID: 1827, Gender: Male, postal_code: Chennai, Age Range: 35-40, Size: L"
20-25,Delhi,Female,M,1832,"Customer ID: 1832, Gender: Female, postal_code: Delhi, Age Range: 20-25, Size: M"
35-40,Delhi,Male,M,1835,"Customer ID: 1835, Gender: Male, postal_code: Delhi, Age Range: 35-40, Size: M"
40-50,Bengaluru,Female,L,1836,"Customer ID: 1836, Gender: Female, postal_code: Bengaluru, Age Range: 40-50, Size: L"
40-50,Pune,Female,XL,1837,"Customer ID: 1837, Gender: Female, postal_code: Pune, Age Range: 40-50, Size: XL"
50-60,Mumbai,Female,L,1838,"Customer ID: 1838, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: L"
40-50,Mumbai,Female,XL,1839,"Customer ID: 1839, Gender: Female, postal_code: Mumbai, Age Range: 40-50, Size: XL"
50-60,Ahmedabad,Male,XL,1840,"Customer ID: 1840, Gender: Male, postal_code: Ahmedabad, Age Range: 50-60, Size: XL"
50-60,Chennai,Male,XS,1841,"Customer ID: 1841, Gender: Male, postal_code: Chennai, Age Range: 50-60, Size: XS"
20-25,Hyderabad,Female,S,1842,"Customer ID: 1842, Gender: Female, postal_code: Hyderabad, Age Range: 20-25, Size: S"
50-60,Mumbai,Female,XL,1843,"Customer ID: 1843, Gender: Female, postal_code: Mumbai, Age Range: 50-60, Size: XL"
50-60,Indore,Male,M,1845,"Customer ID: 1845, Gender: Male, postal_code: Indore, Age Range: 50-60, Size: M"
20-25,Kolkata,Female,S,1846,"Customer ID: 1846, Gender: Female, postal_code: Kolkata, Age Range: 20-25, Size: S"
50-60,Bengaluru,Female,XL,1849,"Customer ID: 1849, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: XL"
20-25,Delhi,Male,S,1851,"Customer ID: 1851, Gender: Male, postal_code: Delhi, Age Range: 20-25, Size: S"
50-60,Indore,Male,S,1852,"Customer ID: 1852, Gender: Male, postal_code: Indore, Age Range: 50-60, Size: S"
40-50,Ahmedabad,Female,L,1855,"Customer ID: 1855, Gender: Female, postal_code: Ahmedabad, Age Range: 40-50, Size: L"
50-60,Surat,Female,S,1857,"Customer ID: 1857, Gender: Female, postal_code: Surat, Age Range: 50-60, Size: S"
25-30,Hyderabad,Female,XS,1858,"Customer ID: 1858, Gender: Female, postal_code: Hyderabad, Age Range: 25-30, Size: XS"
30-35,Patna,Female,XS,1859,"Customer ID: 1859, Gender: Female, postal_code: Patna, Age Range: 30-35, Size: XS"
25-30,Coimbatore,Female,S,1860,"Customer ID: 1860, Gender: Female, postal_code: Coimbatore, Age Range: 25-30, Size: S"
60-70,Visakhapatnam,Female,M,1861,"Customer ID: 1861, Gender: Female, postal_code: Visakhapatnam, Age Range: 60-70, Size: M"
60-70,Nagpur,Female,M,1862,"Customer ID: 1862, Gender: Female, postal_code: Nagpur, Age Range: 60-70, Size: M"
60-70,Indore,Male,L,1864,"Customer ID: 1864, Gender: Male, postal_code: Indore, Age Range: 60-70, Size: L"
40-50,Visakhapatnam,Female,XL,1866,"Customer ID: 1866, Gender: Female, postal_code: Visakhapatnam, Age Range: 40-50, Size: XL"
40-50,Indore,Female,M,1867,"Customer ID: 1867, Gender: Female, postal_code: Indore, Age Range: 40-50, Size: M"
25-30,Delhi,Female,M,1868,"Customer ID: 1868, Gender: Female, postal_code: Delhi, Age Range: 25-30, Size: M"
40-50,Kolkata,Female,XS,1869,"Customer ID: 1869, Gender: Female, postal_code: Kolkata, Age Range: 40-50, Size: XS"
60-70,Bengaluru,Female,S,1871,"Customer ID: 1871, Gender: Female, postal_code: Bengaluru, Age Range: 60-70, Size: S"
50-60,Ahmedabad,Female,L,1873,"Customer ID: 1873, Gender: Female, postal_code: Ahmedabad, Age Range: 50-60, Size: L"
40-50,Bengaluru,Male,L,1875,"Customer ID: 1875, Gender: Male, postal_code: Bengaluru, Age Range: 40-50, Size: L"
70-80,Coimbatore,Female,M,1876,"Customer ID: 1876, Gender: Female, postal_code: Coimbatore, Age Range: 70-80, Size: M"
20-25,Mumbai,Male,XL,1877,"Customer ID: 1877, Gender: Male, postal_code: Mumbai, Age Range: 20-25, Size: XL"
35-40,Chennai,Male,XS,1878,"Customer ID: 1878, Gender: Male, postal_code: Chennai, Age Range: 35-40, Size: XS"
30-35,Hyderabad,Female,M,1880,"Customer ID: 1880, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: M"
30-35,Hyderabad,Female,XL,1882,"Customer ID: 1882, Gender: Female, postal_code: Hyderabad, Age Range: 30-35, Size: XL"
50-60,Bengaluru,Female,L,1883,"Customer ID: 1883, Gender: Female, postal_code: Bengaluru, Age Range: 50-60, Size: L"
