image,gender,color,material,sleeve,pattern,neckline,style,category,item_ID
<PIL.Image.Image image mode=RGB size=400x400 at 0x79C77DF94860>,Female,,Knit Wool,Long Sleeved,,Round Neck,Furry,,100066
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D8D5760>,Female,White,Polyester,Sleeveless,,Round Neck,Vintage Retro,Dresses,1000660
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DF474D0>,Female,Gray Red,,Long Sleeved,,V-Necks,Bodycon,Dresses,1000662
<PIL.Image.Image image mode=RGB size=585x585 at 0x79C77D92BAD0>,Female,Gray,Knit,Long Sleeved,,Round Neck,Tunic,Batwing Tops,1000665
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D960C80>,Female,Black Blue Green Pink,,Sleeveless,,V-Necks,Peplum,,1000666
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D962E40>,Female,,Lace Satin,,,Backless Dresses,Spaghetti Straps,Nightgowns,1000667
<PIL.Image.Image image mode=RGB size=585x518 at 0x79C77D8F7140>,Female,,,Long Sleeved,,Round Neck,Bodycon,,1000668
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D92BD40>,Female,Black Gray Green White,,Long Sleeved,,V-Necks,,Blouses,1000669
<PIL.Image.Image image mode=RGB size=497x497 at 0x79C77D8F5C70>,Neutral,Black,,Sleeveless,,Racerback,,Tank Tops,100067
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D970710>,Female,,Polyester,Long Sleeved,Ruched,Backless Dresses,Bodycon,Clubbing Dresses,1000670
<PIL.Image.Image image mode=RGB size=311x311 at 0x79C77D972390>,Female,Black Blue Green Red White,,Long Sleeved,,V-Necks,Furry,Bubble Coats,1000671
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D972F30>,Female,,Tulle,,,,,Dance Wear,1000672
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93EBA0>,Female,,Wool,Long Sleeved,,V-Necks,,Peacoats,1000673
<PIL.Image.Image image mode=RGB size=319x290 at 0x79C77D93FEF0>,Female,Blue Gold Green Purple Red,Velvet,Long Sleeved,,V-Necks,Pleated,Dresses,1000674
<PIL.Image.Image image mode=RGB size=585x585 at 0x79C77D93F5C0>,Female,White,Lace,Strapless,Mesh,Sweetheart Neckline,Bandeaus,,1000676
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D93E600>,Female,Black Pink,,Long Sleeved,,Round Neck,,Athletic Sets,1000677
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D962B10>,Female,,,Long Sleeved,Fringe,Turtlenecks,Asymmetric,Batwing Tops,1000678
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D962750>,Female,Pink Red White,,,,,,Thigh Highs,1000679
<PIL.Image.Image image mode=RGB size=306x372 at 0x79C77D9722D0>,Female,,,Long Sleeved,,Round Neck,,T-Shirts,100068
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77D92BEF0>,Male,Green Purple Red,Silk,,,V-Necks,,Kimonos,1000682
<PIL.Image.Image image mode=RGB size=597x600 at 0x79C77D963800>,Female,Blue Pink,,Long Sleeved,,Round Neck,Furry,,1000683
<PIL.Image.Image image mode=RGB size=310x310 at 0x79C77D9638C0>,Male,,Leather,Long Sleeved,Quilted,Collared,,Jackets,1000684
<PIL.Image.Image image mode=RGB size=597x600 at 0x79C77D98BFB0>,Female,,Velvet,Sleeveless,,V-Necks,Vintage Retro,Costumes & Cosplay,1000685
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDEC800>,Male,Black,Cotton,Long Sleeved,Stripes,,,Cardigans,1000686
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDEE870>,Female,White,Chiffon Silk,Short Sleeves,,Round Neck,Asymmetric,Dresses,1000688
<PIL.Image.Image image mode=RGB size=480x600 at 0x79C77DDEE690>,Female,,Polyester,Long Sleeved,,Off The Shoulder,Spaghetti Straps,,1000689
<PIL.Image.Image image mode=RGB size=457x490 at 0x79C77D98AED0>,Female,,Cotton Spandex,Short Sleeves,,Collared,Printed,Polos,100069
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D989280>,Female,Black Blue Green Orange Pink Purple Tan White Yellow,Nylon,Sleeveless,,Backless Dresses,,Sports Bras,1000690
<PIL.Image.Image image mode=RGB size=471x471 at 0x79C77DDEF020>,Male,Black Gray Red White,Cotton,,Pin Stripes,V-Necks,,Vests,1000691
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDEEE70>,Female,,Velvet,Long Sleeved,,,,Fashion Sets,1000693
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDEF740>,Neutral,,Cotton,Short Sleeves,,Round Neck,,T-Shirts,1000694
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9469C0>,Female,,,Sleeveless,,Round Neck,Bodycon,Dresses,1000695
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D944F80>,Female,,Nylon Spandex,,,,,Bikinis,1000696
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9461B0>,Female,Yellow,Leather,,,,Hollow-Out,Heels,1000697
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D947EC0>,Female,Green Pink,,,,,,Shorts,1000698
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D9891F0>,Female,,,Long Sleeved,,Backless Dresses,Spaghetti Straps,,10007
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDEDD60>,Male,Blue Red Yellow,Cotton Faux Fur,Long Sleeved,Quilted,Collared,Furry,Jackets,100070
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDED3D0>,Male,,,,,,,Harem Pants,1000700
<PIL.Image.Image image mode=RGB size=600x484 at 0x79C77DDCA6F0>,Female,Blue Green,Chiffon,Sleeveless,,V-Necks,Summer,Jumpsuits Overalls & Rompers,1000701
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDCBDD0>,Female,Black Red,,,,,,Shorts,1000702
<PIL.Image.Image image mode=RGB size=558x558 at 0x79C77DDCBB90>,Female,,,Long Sleeved,Zebra,V-Necks,Printed,Party Dresses,1000703
<PIL.Image.Image image mode=RGB size=432x432 at 0x79C77DDCAA80>,Neutral,,,Long Sleeved,,V-Necks,,Robes,1000704
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DDE6750>,Female,Black Green,Cotton,Long Sleeved,,Round Neck,Vintage Retro,Dresses,1000705
<PIL.Image.Image image mode=RGB size=400x430 at 0x79C77DDE5280>,Female,,Cotton,Long Sleeved,,Round Neck,Peplum,Casual Shirts,1000706
<PIL.Image.Image image mode=RGB size=587x587 at 0x79C77DDE5D30>,Female,,,,,,,Harem Pants,1000708
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDE5B80>,Female,Black Blue Gray Orange Pink Red White,Chiffon,Long Sleeved,,V-Necks,Vintage Retro,,1000709
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DF468A0>,Female,Black,Chiffon,Sleeveless,Leopard And Cheetah,Round Neck,Peplum,Blouses,1000710
<PIL.Image.Image image mode=RGB size=327x342 at 0x79C77D946270>,Male,,,Long Sleeved,,V-Necks,,,1000712
<PIL.Image.Image image mode=RGB size=600x599 at 0x79C77D929AF0>,Female,Black,,Long Sleeved,Mesh,Round Neck,,,1000715
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDAEC60>,Female,,,Sleeveless,,Racerback,Summer,Tank Tops,1000716
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97D910>,Female,,,,,,,Trousers,1000717
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77D97F4D0>,Female,White,Lace Organza,Strapless,Sequins,Sweetheart Neckline,Embroidered,Wedding Dresses,1000718
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97C530>,Female,Red,,Sleeveless,,Turtlenecks,Bodycon,Dresses,1000719
<PIL.Image.Image image mode=RGB size=400x400 at 0x79C77D973920>,Female,,,Sleeveless,,Off The Shoulder,Bandeaus,Tube Tops,100072
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDE5370>,Female,Black Red Yellow,Faux Fur Wool,Long Sleeved,Quilted,,Furry,Jackets,1000720
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDE5CA0>,Female,,,Long Sleeved,Polka Dot,V-Necks,Bodycon,Dresses,1000722
<PIL.Image.Image image mode=RGB size=540x600 at 0x79C77DDADB20>,Male,,,Long Sleeved,,Round Neck,,Dress Shirts,1000724
<PIL.Image.Image image mode=RGB size=598x600 at 0x79C77DDAD7F0>,Female,Black Pink White,Velvet,,,,,"Hosiery, Stockings, Tights",1000725
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDACC20>,Female,Black White,Silk,,,,,Thigh Highs,1000727
<PIL.Image.Image image mode=RGB size=585x585 at 0x79C77DDBBC20>,Neutral,Black Orange,Nylon,,,,,Raincoats,1000728
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DDB8BF0>,Neutral,Beige Black,Spandex,,Ruffles,,,Corsets,100073
<PIL.Image.Image image mode=RGB size=600x585 at 0x79C77DDBBF50>,Male,,Twill,,Camouflage,,Printed,Cargo Pants,1000730
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D99C1A0>,Female,,Cashmere Leather,,,,,Leggings,1000731
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D99E4E0>,Female,,Cotton,Strapless,,Off The Shoulder,Pleated,Dresses,1000732
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D99DD30>,Male,,,,Camouflage,Collared,,Jackets,1000733
<PIL.Image.Image image mode=RGB size=600x530 at 0x79C77D955E20>,Female,Blue,Polyester,,Snakeskin,,Pleated,Skirts,1000734
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D97DEB0>,Male,Black Green,Cotton,,Camouflage,,,Cargo Pants,1000735
<PIL.Image.Image image mode=RGB size=600x589 at 0x79C77DDB9C10>,Female,Blue,,Sleeveless,Chevron Pin Stripes Stripes,Backless Dresses,Spaghetti Straps,Halter Tops,1000736
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77D955EE0>,Female,,,,Floral,Round Neck,,Batwing Tops,1000737
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D99D3D0>,Female,,,,,Off The Shoulder,Pleated,Skirts,1000738
<PIL.Image.Image image mode=RGB size=600x470 at 0x79C77DDD6450>,Neutral,Black Red,,,,,,Baggy Jeans,1000739
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDD47D0>,Neutral,,Lace Polyester,,Crochet Mesh,,,Bodysuits,100074
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDD7E60>,Neutral,Blue Green White Yellow,,,,,,Raincoats,1000741
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDD7770>,Female,Black,,Long Sleeved,,Shoulder Drapes,Summer,Dresses,1000742
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE00530>,Female,,,Sleeveless,,Round Neck,Vintage Retro,Dresses,1000743
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DE000B0>,Female,,Polyester,,,,Vintage Retro,Swimsuits,1000745
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDD7080>,Female,,,Long Sleeved,,,,Hoodies & Sweatshirts,1000746
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDBBB60>,Female,Black Blue Pink,Lace,,Mesh,,,Nightgowns,1000747
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DDBAE40>,Female,,Faux Fur,Long Sleeved,Quilted,Turtlenecks,,Bubble Coats,100075
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77D946180>,Female,,Organza,Sleeveless,Ruffles,Sweetheart Neckline,Asymmetric,Wedding Dresses,1000750
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D955490>,Female,Black,Chiffon,Long Sleeved,Ruffles,Off The Shoulder,Pleated,,1000751
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77D956120>,Male,Black Blue Gray Green Red White,Cotton,Short Sleeves,,Collared,,Polos,1000752
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE013D0>,Neutral,,Cotton,Long Sleeved,,Backless Dresses,,T-Shirts,1000753
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE01790>,Female,,Cotton,,,,,Maternity,1000754
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE018E0>,Female,Black,Lace,,,V-Necks,,Fashion Sets,1000756
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE019D0>,Female,Blue Pink,Velvet,Sleeveless,,Off The Shoulder,Bodycon,Dresses,1000757
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE009E0>,Male,,,,,,,Athletic Shorts,1000759
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE00B00>,Male,,,Long Sleeved,Quilted,V-Necks,,,100076
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE02690>,Female,Blue,,,,Racerback,,Sports Bras,1000761
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE008F0>,Female,Black Blue Red White,Satin,,,,,Lingerie Sleepwear & Underwear,1000762
<PIL.Image.Image image mode=RGB size=442x600 at 0x79C77DE02BD0>,Female,,Silk,,,,,Kimonos,1000763
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE032C0>,Female,,,Long Sleeved,,Round Neck,Furry,Batwing Tops,1000764
<PIL.Image.Image image mode=RGB size=599x600 at 0x79C77DE03200>,Female,,Chiffon,Sleeveless,,Round Neck,Summer,Casual Dresses,1000766
<PIL.Image.Image image mode=RGB size=540x600 at 0x79C77DE03770>,Female,Blue Orange Yellow,Chiffon,Long Sleeved,,Round Neck,,Blouses,1000767
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE03920>,Female,,Polyester Spandex,,,,,Swimsuits,1000768
<PIL.Image.Image image mode=RGB size=501x468 at 0x79C77DE3C4A0>,Male,,,Short Sleeves,,Round Neck,,,1000769
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE02630>,Female,Gray,,Long Sleeved,,Round Neck,Printed,,100077
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE02660>,Female,,,Long Sleeved,Mesh,Round Neck,Embroidered,Casual Dresses,1000770
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3D190>,Female,Black Blue Green Red,Knit,Sleeveless,,,Pleated,Skirts,1000771
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3D550>,Female,,Plush,,Floral Mesh,,,"Hosiery, Stockings, Tights",1000772
<PIL.Image.Image image mode=RGB size=350x500 at 0x79C77DE3D6D0>,Female,,Polyester,Sleeveless,,Round Neck,Bodycon,Dresses,1000775
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DE3DA60>,Male,Gray,,,,,,Drawstring Pants,1000776
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DE3DE20>,Neutral,,,Long Sleeved,,Turtlenecks,,Hoodies & Sweatshirts,1000777
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3DE50>,Male,,Cotton,Short Sleeves,Galaxy,Round Neck,Printed,T-Shirts,100078
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3E600>,Female,Blue White,Chiffon,Sleeveless,,U-Necks,Spaghetti Straps,Blouses,1000780
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DE3E720>,Female,Black White,Lace,Sleeveless,,Round Neck,Embroidered,Party Dresses,1000781
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE01B80>,Female,Black Blue Gray,Spandex,,,,,Sweatpants,1000782
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE02870>,Male,,Cotton,,,,,T-Shirts,1000784
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77F816AB0>,Male,Black Blue,,,Camouflage,,,Shorts,1000785
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE01A60>,Male,Black Brown,,Long Sleeved,,Turtlenecks,,Jackets,1000788
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DE3DFA0>,Male,,,,,,,Harem Pants,100079
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3E870>,Female,Green,,Sleeveless,,Racerback,,Tank Tops,1000791
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3E7B0>,Female,White,Cotton,Long Sleeved,,Collared,Tunic,Dresses,1000793
<PIL.Image.Image image mode=RGB size=572x513 at 0x79C77DE3C3E0>,Female,Beige Black,,Long Sleeved,,Shoulder Drapes,,,1000794
<PIL.Image.Image image mode=RGB size=600x511 at 0x79C77DE3F440>,Female,,,Long Sleeved,Stripes,Round Neck,Furry,Batwing Tops,1000795
<PIL.Image.Image image mode=RGB size=350x350 at 0x79C77DE3F5C0>,Neutral,Black White,Fleece,,,Round Neck,,Robes,1000797
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3EF30>,Female,Black White,,Long Sleeved,,Off The Shoulder,,,1000798
<PIL.Image.Image image mode=RGB size=360x460 at 0x79C77DE3F290>,Female,,,Sleeveless,,V-Necks,Printed,Vests,1000799
<PIL.Image.Image image mode=RGB size=378x600 at 0x79C77DE48800>,Female,,Chiffon,Strapless,,Sweetheart Neckline,Beaded,Formal Dresses,10008
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE48B90>,Female,,Polyester Spandex,,,,,Yoga Pants,100080
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE48950>,Female,,Lace,Long Sleeved,,Off The Shoulder,Pleated,Dresses,1000800
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE490D0>,Female,Black Blue,,,,Collared,,Jackets,1000801
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE48E30>,Neutral,Black,Cotton,,,,,Thigh Highs,1000802
<PIL.Image.Image image mode=RGB size=477x543 at 0x79C77DE49880>,Female,Black,Faux Fur,Long Sleeved,Quilted,,Furry,Hoodies & Sweatshirts,1000803
<PIL.Image.Image image mode=RGB size=570x473 at 0x79C77DE49F40>,Female,,,Sleeveless,,Round Neck,Summer,Dresses,1000805
<PIL.Image.Image image mode=RGB size=340x600 at 0x79C77DE4A060>,Male,,,,,,,Harem Pants,1000806
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DE3FA40>,Male,Black Gray,,,,,,Sweatpants,1000808
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE480E0>,Female,Black Pink Purple Red White,Lace Nylon Spandex,,Mesh,,,"Hosiery, Stockings, Tights",1000809
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4ADE0>,Male,,Knit,Long Sleeved,,V-Necks,,Pullover Sweaters,100081
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4AF60>,Female,Black,Polyester,,Stripes,Backless Dresses,,Swimsuits,1000810
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4B320>,Female,White,Lace,Sleeveless,,V-Necks,,Dresses,1000813
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4B440>,Female,Black Pink White,Chiffon,Long Sleeved,,Off The Shoulder,Embroidered,Blouses,1000814
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4BB30>,Male,Black White,,Long Sleeved,,Collared,Two-Tone,Dress Shirts,1000815
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4B9E0>,Male,Black Blue,,,,,,Capes & Capelets,1000816
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE50560>,Neutral,,,Sleeveless,,V-Necks,Embroidered,Dresses,1000817
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE50920>,Female,,Tulle,Strapless,,Sweetheart Neckline,Asymmetric,,1000818
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE3FFE0>,Female,,Spandex,,Galaxy,,,Skirts,1000819
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DDD5D60>,Female,Beige White,Lace,Sleeveless,,V-Necks,Spaghetti Straps,Nightgowns,100082
<PIL.Image.Image image mode=RGB size=494x600 at 0x79C77DE030B0>,Female,Blue White,Polyester,Strapless,Chevron,Off The Shoulder,Summer,Casual Dresses,1000821
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE4B5C0>,Female,,Polyester,,,,,Swimsuits,1000823
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE491C0>,Male,Blue,,Short Sleeves,,,,Athletic Shorts,1000824
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE488C0>,Female,,Chiffon,Sleeveless,Ruffles,U-Necks,Peplum,Casual Shirts,1000825
<PIL.Image.Image image mode=RGB size=400x600 at 0x79C77DE4A990>,Female,,Lace,Sleeveless,Mesh,Round Neck,Bodycon,Formal Dresses,1000826
<PIL.Image.Image image mode=RGB size=384x500 at 0x79C77DE51400>,Female,,,Sleeveless,,Sweetheart Neckline,Bodycon,Wedding Dresses,1000828
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE517C0>,Female,Black Blue Green Orange Peach Pink Purple Red White Yellow,Polyester Spandex,Sleeveless,,,,Dresses,1000829
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DE504A0>,Female,Red,Knit,Long Sleeved,,Round Neck,Peplum,Jackets,1000830
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE51040>,Female,Blue Pink,Polyester,Long Sleeved,,V-Necks,Wrap,Dresses,1000832
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE50C80>,Female,Black Gray Pink White,Cotton,Long Sleeved,,V-Necks,,,1000834
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE50E60>,Female,Blue Purple,Lace Spandex,Short Sleeves,Floral,Round Neck,Pleated,Dresses,1000835
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE52840>,Male,Black Gray White,,Sleeveless,,Round Neck,,Tank Tops,1000837
<PIL.Image.Image image mode=RGB size=600x598 at 0x79C77DE52870>,Male,,Cotton,Short Sleeves,,Collared,,T-Shirts,1000838
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE52FF0>,Female,White,,Sleeveless,Floral,Round Neck,Peplum,Blouses,1000839
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE53350>,Female,,,Sleeveless,,Round Neck,Printed,,1000840
<PIL.Image.Image image mode=RGB size=390x387 at 0x79C77DE536B0>,Male,,Cotton,Long Sleeved,,Collared,,Jackets,1000843
<PIL.Image.Image image mode=RGB size=411x530 at 0x79C77DE53B90>,Female,,,,Polka Dot,,,Drawstring Pants,1000845
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE53A40>,Female,,,Sleeveless,,Round Neck,Asymmetric,Dresses,1000846
<PIL.Image.Image image mode=RGB size=587x400 at 0x79C77DE52120>,Female,Blue,,Sleeveless,Fringe,V-Necks,,Swimsuits,100085
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE51CD0>,Female,Black Red,,Long Sleeved,Plaid,Collared,,Dress Shirts,1000850
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE51AF0>,Female,,,Long Sleeved,,Off The Shoulder,,,1000853
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE610D0>,Female,,Cotton,,Stripes,,,Thigh Highs,1000854
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE60BC0>,Female,,,Long Sleeved,Ruffles,Turtlenecks,Furry,,1000855
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE612E0>,Female,Green Pink,Spandex,Sleeveless,,Backless Dresses,,,1000857
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE619A0>,Female,,,Sleeveless,,Off The Shoulder,Summer,Party Dresses,1000858
<PIL.Image.Image image mode=RGB size=500x500 at 0x79C77DE61D60>,Female,,,,,,,Underwear,1000859
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE623C0>,Female,Yellow,Silk Spandex,Sleeveless,,Turtlenecks,Vintage Retro,Dresses,100086
<PIL.Image.Image image mode=RGB size=519x519 at 0x79C77DE62540>,Female,,,Long Sleeved,,Off The Shoulder,,Costumes & Cosplay,1000860
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE51C70>,Female,,Lace,,Floral,,Spaghetti Straps,,1000862
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE52D80>,Female,,Denim,,,,,Skinny Jeans,1000863
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE53980>,Female,Blue Red,Silk,Short Sleeves,Floral,Off The Shoulder,,,1000864
<PIL.Image.Image image mode=RGB size=600x600 at 0x79C77DE529C0>,Neutral,White,Cotton,Long Sleeved,,Collared,,Polos,1000865
